D,earnings,edu,prevearn
1,24802,9,0
1,0,10,3200
0,31704,13,0
1,17857,12,2000
1,19506,12,300
1,0,12,7800
1,7953,12,0
1,4461,12,0
1,23552,12,6000
0,0,9,0
0,0,10,0
1,0,12,170
1,11169,9,0
1,7155,12,3600
1,9330,9,3500
1,8403,12,2700
0,13742,12,0
1,3195,13,0
1,6164,12,5811
0,0,13,0
1,0,12,0
1,13029,14,452
0,76911,16,1200
0,24462,13,6000
1,16374,12,14000
0,0,12,600
0,7288,11,300
1,8609,12,3120
1,9309,13,800
0,544,10,5500
1,3406,11,364
1,32694,14,4000
0,22490,13,0
1,0,8,0
0,4941,14,4320
1,10401,18,340
0,4692,12,112
1,4869,12,98
1,36850,9,4963
0,933,12,1800
0,1437,12,0
1,0,10,0
0,0,10,2262
0,426,10,320
0,246,12,655
1,66,8,0
0,77760,10,3200
1,0,17,6000
1,5229,12,6000
0,1098,17,800
1,3801,10,490
1,4207,10,12000
0,6305,13,5440
1,48,16,0
0,2658,7,5400
0,4993,8,600
1,588,12,368
1,21547,10,4440
1,32633,12,1500
1,17194,15,5000
0,1205,11,0
1,5072,11,268
1,23199,12,10000
1,47356,16,6000
1,18888,11,1600
0,52638,13,4000
0,49804,9,800
1,43612,8,7259
1,18415,12,0
0,33179,10,1248
1,6873,12,322
0,58545,12,4160
1,39030,14,10000
0,3649,11,50
0,71036,17,10000
0,0,12,0
1,9435,12,0
1,3714,12,0
0,8104,12,5600
1,13643,13,4000
0,19948,12,1600
1,4258,11,0
1,2828,16,0
1,3162,11,0
1,33250,10,3600
1,21313,12,8000
0,25668,10,7200
1,864,13,2000
1,31719,11,10636
0,16827,10,6000
1,160,11,0
0,1680,11,102
0,20694,12,14000
1,26148,12,476
1,0,13,0
1,0,8,0
0,0,17,0
1,8418,10,2120
0,10876,12,7000
1,9198,11,600
0,0,11,4800
0,0,11,0
1,468,8,2400
0,0,8,0
0,26016,10,2100
0,5271,11,1280
1,762,9,2800
1,46855,12,3000
0,6652,12,6500
1,44,11,1900
1,357,13,4000
1,37689,12,10000
1,5355,12,7072
1,26508,12,0
1,12114,16,6200
1,12728,11,0
1,1668,10,0
0,15835,14,4500
0,39597,14,2500
1,14265,12,14000
0,14860,12,860
0,14283,12,0
0,0,8,1900
0,2250,12,0
0,107,10,0
1,0,10,0
1,13385,12,0
1,36690,9,300
0,43797,16,3000
1,35714,12,3720
0,387,10,300
1,3324,11,5330
1,2907,16,4500
1,2394,12,0
1,10883,13,85
0,18591,13,2469
1,0,8,0
0,25980,16,4000
1,10676,11,400
1,26292,17,0
0,37644,16,9980
1,6212,14,1300
0,39564,9,2309
1,1251,10,0
0,0,17,0
1,11079,11,8500
1,30619,11,8000
0,11767,10,1042
0,15036,12,2700
1,43313,17,6000
1,17577,12,7000
1,174,16,300
1,38639,11,11500
1,40181,11,6240
1,0,10,6866
1,7944,14,2620
1,30080,12,100
0,4003,12,2500
1,0,9,0
1,1197,12,335
1,13002,12,0
1,30841,10,2700
0,10513,12,8464
1,3276,12,0
0,29265,12,7020
0,51831,13,14000
1,1464,7,6848
1,3732,12,0
1,19877,12,4600
0,3838,11,575
1,717,8,98
1,72623,9,990
1,21240,10,1000
0,26877,12,3440
1,5195,10,4760
0,16851,8,5000
1,8786,12,9040
1,31040,11,370
1,31230,10,6500
1,0,8,98
0,16324,10,0
0,7799,8,0
0,992,11,0
1,7440,12,0
1,13756,11,16000
1,16471,12,0
0,7172,12,4000
1,62589,13,12000
0,3710,12,2400
1,19193,12,0
1,0,16,5770
0,8654,12,0
0,28785,12,1300
0,7247,12,0
1,9704,12,1100
1,6930,12,3360
0,30068,14,0
1,4941,11,5000
1,13755,11,0
1,30386,9,2100
0,15929,10,6000
1,0,12,4000
1,4699,14,0
1,1614,9,0
0,5894,10,200
1,0,9,0
0,1522,12,3500
1,18305,10,4500
1,30807,10,5000
1,19853,14,0
0,2178,14,0
1,16701,11,0
1,468,16,3800
0,32463,14,0
1,10937,11,1300
0,2166,12,7600
1,51768,16,15000
0,385,16,0
1,12534,12,3200
1,762,10,0
1,3807,12,1200
0,5670,11,8000
1,366,12,0
1,6083,12,3100
1,2592,12,11000
1,16557,12,0
1,0,9,2285
1,1879,12,1500
1,142,9,10000
1,25362,13,13984
1,44261,11,300
1,17500,12,2114
1,0,12,246
1,789,12,6000
1,30696,12,0
1,9900,12,8317
1,3934,12,0
1,8175,12,5000
1,5887,10,5900
0,0,12,15000
1,6603,14,4800
0,27813,12,0
0,2175,12,1398
0,6924,8,196
1,28773,12,4860
1,30761,13,5000
1,2529,12,15504
1,32891,12,6000
0,0,9,0
1,336,10,900
1,14241,11,0
0,61650,9,0
0,6273,8,0
1,216,14,2520
0,9459,11,1000
1,6458,12,1422
1,37878,16,6380
1,25116,15,3000
1,0,12,162
1,30964,12,6084
1,16608,12,1100
1,41472,15,1352
0,31445,12,2900
1,14711,9,1000
1,32184,17,3353
1,4524,14,0
1,24404,11,0
0,10190,14,7475
1,17219,12,4500
1,16887,12,10000
0,321,12,0
1,26684,13,4000
1,16324,11,9000
1,50928,13,9000
1,0,10,0
1,5460,12,0
1,1515,9,0
1,6965,15,680
1,15146,10,0
1,44018,12,12000
0,39274,11,9600
1,28413,10,0
1,0,10,4400
1,555,9,0
1,1923,8,1470
1,57561,12,16000
1,46086,8,8000
0,13072,11,3740
1,49783,10,8000
1,3794,12,0
0,0,10,0
1,25149,11,3000
1,27931,12,0
1,25500,9,0
1,8977,11,2200
1,20331,10,2400
1,0,12,700
1,12208,12,0
1,21954,12,5000
1,542,12,0
1,18756,12,1236
0,0,8,0
0,8526,17,3500
0,40578,13,6303
1,5966,15,5200
0,26868,10,7488
0,15207,11,0
0,1308,14,0
0,2876,13,7400
0,11433,12,4500
1,30101,8,0
1,5140,12,2840
1,11012,12,2000
1,21525,14,5100
1,38032,12,7800
0,12486,12,10000
0,3489,10,3200
0,3651,13,3000
0,0,8,0
1,88,12,0
0,8937,12,600
1,5159,12,2500
1,30624,12,1950
1,33059,16,7000
1,59451,13,0
1,39629,10,10500
0,28308,13,10000
1,0,10,4000
0,10432,12,0
1,6299,12,3000
1,26543,13,800
0,1401,11,700
1,0,12,200
0,5449,11,2500
1,2112,12,0
1,16949,16,2400
1,132,15,0
1,0,12,910
1,924,12,0
1,1605,8,520
0,900,12,6000
1,20683,9,0
1,17574,12,5000
1,7396,11,0
1,23252,12,75
1,3347,12,348
1,39720,12,8400
0,0,12,7116
1,68772,12,1000
1,30951,12,3096
1,6675,12,8694
0,255,9,0
1,43243,12,1175
0,27408,12,1302
0,0,10,0
0,10473,13,5004
0,0,12,0
0,3081,9,0
0,44514,12,172
0,66810,15,2047
1,43735,11,700
1,63275,12,14000
1,13212,11,200
1,12858,12,6000
0,8493,16,27000
0,50907,15,6722
0,18552,12,7000
1,13585,9,1000
1,267,12,0
1,3291,10,98
0,0,11,0
0,21635,12,1800
0,138,12,600
1,0,13,7200
1,30515,8,4500
0,0,8,0
1,7566,14,7000
1,1367,9,600
1,29384,12,10000
1,11088,10,690
1,10592,12,0
1,20602,10,2500
1,0,9,8000
1,24425,12,4364
0,16445,12,1958
1,381,12,0
0,33956,12,6000
0,12435,9,10379
0,573,12,0
0,46653,11,13140
1,3090,15,1000
0,0,12,0
1,11445,12,1193
1,17127,14,3204
1,87387,12,2560
1,5046,12,0
1,30875,13,0
1,13396,12,5000
0,22298,12,3300
0,16344,11,1404
1,11965,11,3000
0,258,11,0
1,1505,12,0
1,798,12,1800
1,13550,10,7340
1,27,15,0
0,4707,14,6283
0,1575,8,3840
1,894,11,0
1,50262,12,3200
0,6132,12,8000
0,23578,12,1700
1,12945,12,16800
1,3990,11,1800
0,22919,11,7000
1,8269,12,3700
0,1373,12,400
1,32110,13,200
1,29301,9,1300
1,102,9,470
1,38442,12,0
1,26742,12,5000
0,89,15,1240
1,17052,8,4000
1,47244,9,10000
1,36957,11,11000
1,0,10,25000
0,3093,12,0
1,35691,12,1500
0,183,10,0
0,19092,10,8000
1,29651,12,4000
1,7506,12,0
0,13060,14,3200
1,32421,12,200
0,26771,12,390
0,43563,9,0
0,31492,12,6000
1,28694,13,5241
1,9513,12,9000
1,71693,13,5200
1,0,13,8000
1,11447,10,2500
1,14435,12,3840
1,33086,13,6700
1,3729,12,1100
1,0,8,0
1,6309,15,2000
1,6471,12,0
1,5193,12,0
0,2961,10,0
1,2040,12,0
1,21629,12,475
0,48620,14,0
1,24415,12,0
0,5875,13,5632
1,0,12,0
1,0,13,0
1,28542,9,0
1,10570,14,0
0,189,11,0
0,0,8,0
1,23127,12,9000
1,22417,12,2500
1,28857,12,10
1,35637,12,1200
1,1050,9,1500
1,0,13,11000
0,41364,10,6800
0,16916,12,6000
1,36025,14,0
1,0,12,100
1,6833,12,1000
1,38711,12,2736
1,0,12,0
1,0,11,200
0,11951,11,4500
1,0,12,200
1,2316,12,0
1,34764,12,7000
0,1524,12,2900
1,34873,9,0
1,541,11,6000
0,17763,11,1302
1,56706,9,7800
1,16078,10,8000
1,0,11,0
0,1459,12,0
1,0,14,0
0,17293,12,352
1,20076,12,500
0,7610,11,597
0,1773,12,1600
0,24738,11,130
1,49980,11,5000
1,18096,10,0
1,24278,11,1685
1,3620,11,400
0,0,8,0
1,1848,12,600
1,26358,14,3000
0,24327,12,11740
1,588,12,4000
1,3456,14,1947
1,0,12,14500
1,27513,11,0
0,2756,11,0
1,20133,12,1906
1,41527,12,7000
1,21129,8,0
0,4965,11,3000
1,10721,12,4067
1,28661,11,9000
0,29874,12,6340
1,6525,12,6380
0,11297,16,200
0,24012,12,9291
1,15342,11,400
0,72,8,88
1,4623,10,700
0,46761,13,6000
1,8917,12,1814
1,30380,10,310
0,7909,7,0
1,9558,12,2400
1,35244,12,500
1,10053,12,0
1,34703,13,7325
1,17108,10,5600
0,1501,14,0
1,11323,13,0
1,2622,10,1000
0,456,12,20
0,2507,12,1102
1,13128,11,2178
0,0,8,2000
1,3501,12,5000
0,28475,13,1591
1,7035,16,6000
1,23688,12,0
1,26964,14,2958
1,12841,11,1500
1,0,12,0
1,17571,10,12800
0,34242,12,10000
0,37065,12,3000
0,10875,11,0
0,55035,14,0
1,3849,11,600
0,0,10,2412
1,13650,12,17300
1,25662,11,12000
0,25828,12,4500
0,4357,12,0
1,0,12,0
0,18366,13,0
0,23027,12,1356
1,0,12,978
1,24276,12,1683
1,54469,12,1440
0,29520,12,900
1,28068,17,50
1,25564,8,0
0,26274,12,0
1,22851,12,2360
1,1625,10,250
1,5848,12,0
0,29256,11,0
0,0,8,1000
0,13571,13,12000
1,17919,11,0
1,858,12,5000
1,6202,12,0
0,34726,10,2000
1,0,14,0
1,42328,10,8000
0,16379,12,2000
1,6138,11,168
1,42672,12,11500
1,13091,12,1000
1,20400,12,3120
1,8893,12,0
0,0,9,0
1,1005,11,120
1,0,17,0
1,19481,12,6636
0,2253,12,2500
1,17718,12,4000
1,15567,12,0
0,1791,10,0
0,11049,8,800
1,0,12,6700
0,15153,12,0
1,0,10,1708
1,21852,12,215
1,9660,14,0
1,29646,12,5000
0,21978,13,7000
1,34918,10,533
1,13741,12,500
1,13020,8,0
1,30,12,40
0,16257,10,492
1,37826,12,5000
1,0,12,1168
0,1354,8,0
1,2922,10,7935
0,15115,12,4300
0,23895,12,4300
1,18834,13,13000
1,358,11,2800
0,60477,16,9600
1,23493,12,3600
1,15935,10,13551
1,35068,9,4500
0,366,11,400
0,23300,9,9000
1,28233,12,7500
0,8093,12,134
0,1275,11,5280
0,27239,12,2700
0,11074,11,0
0,42549,12,1277
1,11101,11,0
1,0,9,0
1,18918,9,2000
1,18700,12,12000
1,259,13,4120
1,4461,12,1500
1,7585,11,0
1,29517,11,3000
1,1062,10,450
0,2166,10,0
1,34272,12,4000
1,463,12,8000
0,10425,12,1500
1,51070,13,6500
1,55146,12,5000
1,2916,12,9000
0,11382,12,821
1,0,16,0
1,0,11,7600
1,55499,9,0
1,45177,11,1998
0,42633,12,98
1,27678,13,4000
1,6852,12,4800
1,3239,8,0
0,2650,12,175
1,13398,12,3600
1,0,13,1725
0,9177,14,0
0,1234,12,960
1,177,8,1400
0,11743,12,0
1,77,9,0
1,14617,14,2400
1,41307,14,2615
1,1138,11,1400
1,33078,10,2400
1,720,10,162
1,11008,8,0
1,0,14,3640
1,0,10,1980
0,5406,12,6000
0,1548,8,0
1,22552,12,4730
0,39992,14,16000
1,0,13,100
1,3195,12,780
1,2400,8,325
1,20553,12,450
1,0,10,30
0,11449,12,1120
1,2349,12,3000
0,11367,12,4685
1,12850,11,3451
1,27519,11,0
1,15526,12,15000
0,2451,12,400
0,32383,9,9527
0,22654,13,1200
0,4196,10,0
1,22709,10,0
1,927,8,410
1,2379,15,800
1,16062,10,7560
0,13068,11,5484
1,18234,14,0
1,74603,12,4000
1,8764,8,3004
1,0,11,0
1,23272,12,0
1,1380,12,0
0,2452,8,0
1,6252,11,256
0,49,10,10400
1,22052,9,130
0,3432,12,1000
0,25752,14,7500
0,65134,14,13696
1,7176,11,952
1,1659,11,400
0,16002,8,0
1,26973,9,0
0,319,12,540
1,642,15,5000
1,24895,14,873
1,33747,12,6466
0,0,10,0
1,0,11,6500
0,0,12,0
1,17409,12,999
1,2304,16,0
1,12927,12,1900
1,21779,12,10000
1,2502,12,0
1,15181,12,500
1,5676,8,0
0,1080,10,0
1,7422,12,200
1,11528,9,4000
0,469,10,200
0,15037,12,0
1,2564,13,3341
1,22489,12,0
1,7898,12,0
0,0,8,2144
0,7265,12,2200
1,55434,12,9600
1,12506,9,1318
1,1470,11,0
1,16318,11,6456
0,9797,10,3442
1,10581,14,7200
1,17559,12,2836
0,3702,11,5000
0,28374,13,12500
1,970,9,200
1,16485,9,800
0,3658,14,3000
1,1921,11,1500
1,13821,17,0
0,0,16,308
1,0,9,1500
1,2760,13,4000
1,26845,12,5162
0,243,12,2445
1,22243,12,0
0,11009,12,240
1,37421,12,8000
1,50835,14,3000
1,560,11,994
0,0,13,1000
1,1100,12,2900
1,37590,12,6000
0,24544,13,0
1,40,10,0
1,56964,8,0
0,2865,12,800
1,0,9,0
1,62424,11,2500
1,2281,9,0
0,2832,9,7567
0,34190,10,2000
1,44070,12,896
1,1026,11,0
0,31336,12,0
1,13099,13,5000
1,5267,12,3300
1,28261,15,4400
1,27480,12,7000
1,0,11,0
1,32119,15,1000
1,34102,12,0
1,10020,12,7000
1,1711,9,2000
1,14658,10,3300
1,20383,12,40
1,45343,12,500
1,1440,12,3000
0,3237,13,0
1,9410,10,0
0,720,14,2500
0,28254,12,2000
1,0,10,0
1,40425,16,1500
1,5878,12,5400
0,0,8,420
1,19682,12,0
1,8009,9,0
0,18567,9,3921
0,22927,12,706
1,34293,10,0
0,28443,8,5412
0,41834,14,8000
0,29258,11,3000
0,1987,12,0
1,7374,9,3000
1,39126,15,2430
0,13217,12,0
0,395,11,2490
0,23683,12,213
1,1707,12,700
1,5076,9,0
1,0,12,0
1,35530,12,5000
0,12021,10,0
0,13280,8,3500
0,9981,14,0
1,0,12,2000
1,2106,10,4444
1,26535,10,2344
0,25669,9,3500
1,1947,11,9400
0,16458,8,0
1,0,11,0
1,55746,10,9100
1,0,12,0
1,0,8,0
1,11392,10,0
1,1161,12,1200
0,11228,12,200
0,37145,12,6000
0,9206,11,3438
1,458,12,2223
0,37646,11,460
1,18993,8,120
0,297,14,0
1,10649,10,1800
1,50997,8,15120
1,458,12,2500
1,16130,12,5500
1,11146,11,2000
1,16107,14,5200
1,26510,12,1350
1,6760,12,2500
1,1240,14,15000
0,39573,14,9900
1,31521,10,900
1,16878,11,1800
0,44538,10,4000
1,29710,12,0
1,12911,12,300
1,15083,9,3000
0,340,13,12800
1,12568,12,1800
1,0,10,0
1,41781,9,4060
1,24524,12,9800
0,12954,11,0
1,9269,10,2250
1,19263,12,3500
1,997,11,0
1,0,12,4000
1,9201,10,9000
0,3117,9,4020
0,53103,12,8000
1,8523,10,4778
1,0,10,150
1,5064,11,0
1,3132,11,0
1,45468,12,0
1,0,8,0
1,0,12,0
1,5674,12,0
0,9300,10,4000
0,30756,9,8400
0,17062,12,1185
1,39717,12,4810
1,30580,13,3000
1,1681,14,0
0,64,15,1900
1,2669,15,0
1,519,12,7323
0,0,11,6800
0,18931,15,979
1,21881,10,7630
0,948,11,0
1,0,8,2780
1,59124,8,9000
1,29223,12,3640
1,4017,8,1600
1,12641,12,0
1,73265,10,16800
1,0,8,2107
1,16319,16,10000
1,18376,12,1158
1,1593,12,300
1,20035,11,9600
1,52916,9,11500
0,14997,12,178
0,5598,12,8800
0,2124,14,0
1,35547,10,7000
1,0,12,80
0,0,12,0
1,1713,12,890
1,38292,12,10000
0,0,14,0
1,0,12,6100
1,23556,12,92
1,34525,12,1600
0,0,12,0
1,23346,13,9000
0,25294,10,9600
1,0,12,2938
0,20560,16,7230
1,14499,12,4000
1,2349,14,1200
0,17250,8,0
0,11216,10,2200
0,3301,14,14000
0,30884,17,5000
1,27168,12,12000
1,5361,12,0
0,26541,12,9525
1,4431,12,6000
0,53112,11,8000
1,22743,12,5000
1,646,10,0
0,38804,11,5000
0,22452,10,4000
1,19662,9,0
1,5280,11,0
1,3750,12,1280
1,44730,8,9675
1,28556,12,0
1,7503,17,8320
1,33192,16,0
0,15708,10,0
0,24096,9,0
0,8289,12,20
1,4947,10,2855
1,582,9,0
1,3725,11,0
1,9632,9,162
1,0,8,0
0,14219,8,5300
1,43609,11,8400
1,1374,12,96
1,930,11,12000
0,939,12,0
1,13089,12,408
1,10366,12,520
1,5260,12,8500
1,47921,10,13000
1,14378,8,5117
1,23313,12,3200
0,49303,12,2600
1,0,12,0
1,4398,10,0
1,6775,14,400
1,22974,12,800
1,55390,12,9464
0,1623,11,500
1,5422,12,2500
1,11866,12,9266
0,654,12,1100
0,8043,12,200
0,1398,11,2500
1,8496,17,13819
1,30171,10,7000
1,10777,8,10500
1,45558,9,0
1,9990,12,0
1,1933,11,1000
0,0,9,0
0,327,12,0
1,14219,13,2500
1,8655,10,0
1,6965,13,7280
1,18246,11,0
1,3538,12,670
1,0,14,0
0,0,15,14500
1,10711,12,10000
1,2166,11,0
1,10602,13,1340
1,693,13,325
1,30753,15,6000
1,12652,13,784
1,4953,11,6700
0,13673,12,6000
1,1113,9,3259
1,8580,11,5500
1,11681,12,0
0,15435,10,2000
1,34875,12,0
1,34748,11,4000
1,28586,12,3200
1,89,12,4500
1,0,10,600
0,651,11,0
1,44605,8,0
1,32133,12,18500
0,0,14,0
1,25899,8,0
1,13922,14,4000
0,24384,12,6000
1,27710,17,0
1,13158,11,165
1,27824,12,179
1,25010,10,4000
0,21784,12,398
1,3684,13,5000
1,1305,12,0
1,39,11,0
1,36099,11,500
0,4473,12,3400
1,14145,12,500
0,131,16,8000
0,41142,12,0
1,11468,9,0
1,561,8,0
1,13370,10,874
1,2835,12,0
1,0,11,0
0,0,11,7419
1,62,11,1296
1,23520,12,8617
1,26655,12,4576
1,13977,11,206
1,4908,12,200
1,29927,12,230
1,3525,11,0
1,107,17,3650
0,2261,11,1798
0,6642,12,7800
1,3498,12,9000
1,35178,11,750
1,39640,12,6000
0,37600,11,3000
1,0,10,3000
1,21760,12,500
0,2825,12,800
1,0,12,0
1,18397,10,6000
1,0,11,0
0,3297,12,3300
1,23913,8,0
1,7191,12,0
1,11486,8,1300
1,10450,9,630
0,0,11,6500
1,7542,10,6000
1,5472,14,5000
1,2835,12,0
0,22518,8,200
1,30738,12,6000
1,0,10,0
1,22099,12,2180
1,9516,12,4288
1,105694,16,45000
1,3919,12,0
0,7190,7,0
0,360,10,20
1,7827,12,8000
1,0,12,3977
1,33310,16,15000
1,0,10,0
0,9198,9,5758
0,0,14,5000
1,37191,12,440
1,0,11,2716
1,35178,8,800
1,25382,14,9800
0,2253,9,3360
1,5709,12,0
1,2220,12,600
1,6665,11,3268
1,3273,11,1275
0,31022,12,3380
1,35107,11,4260
0,27291,14,100
1,15128,12,126
0,0,12,0
1,6002,12,3000
0,2331,11,0
0,25529,14,12800
0,0,12,0
1,18,10,45
1,58638,12,4000
1,9840,11,500
0,19449,12,5084
1,60350,10,4000
1,5505,13,0
0,0,11,9300
1,16827,14,0
1,1008,12,4000
1,1662,12,8000
1,12021,14,5200
0,4083,12,0
1,37427,10,15000
0,31024,8,0
1,4284,12,0
1,70740,12,4000
1,7944,12,3000
1,226,9,2800
0,0,9,0
1,10095,12,1500
0,38360,10,14000
1,17235,14,7000
0,8442,10,0
1,7947,9,8594
0,910,14,5
0,2310,10,780
1,0,9,0
1,15069,12,10000
1,5958,12,0
0,0,10,6750
1,2466,14,11000
1,1384,12,0
1,10737,10,500
1,4038,16,120
0,27488,12,8000
1,0,14,1100
1,16271,12,0
0,4032,9,280
1,6407,12,5120
1,0,15,7500
1,39078,12,10500
1,36847,14,4800
0,7257,9,98
1,9591,12,3500
1,25661,12,6000
0,15353,12,98
0,2430,12,4289
1,24264,14,840
0,34998,16,4093
1,591,15,0
1,3075,11,3000
1,42968,13,8000
0,834,12,100
0,38840,12,11636
1,5304,17,2880
1,99294,12,1600
0,14937,11,0
1,2322,8,0
1,38832,12,16020
1,31506,10,4600
1,5211,12,335
1,14598,10,2600
0,6627,12,2500
1,15556,12,0
0,3966,11,2184
1,42089,12,4500
1,2664,11,8000
1,37782,13,6739
1,9792,14,1000
1,1014,12,4420
1,22900,12,1500
1,41470,12,12000
0,28007,12,3000
1,31413,12,17000
0,69652,12,24000
1,6783,11,3500
1,6213,12,2500
1,198,9,0
0,110,11,140
0,0,12,0
1,0,10,0
1,0,12,0
0,2439,11,4488
1,26866,9,5100
1,74046,12,4200
1,1677,17,2652
1,8984,12,0
0,28663,12,7000
1,11146,13,2205
1,10887,10,0
0,5513,10,228
1,10158,16,30
1,33499,12,7625
1,4890,9,7800
1,11384,12,0
1,0,13,0
0,8152,12,1000
1,48184,12,5000
1,6027,12,1200
1,7888,8,140
1,19427,11,0
1,14205,9,0
1,24531,12,0
1,19808,14,2000
1,1080,16,32000
1,12007,12,13900
0,32708,12,6584
1,36697,12,900
1,32959,14,2000
1,36168,14,6300
0,10769,12,0
1,38503,16,6000
1,0,12,0
0,41580,12,600
1,39566,12,0
0,29973,13,8000
1,0,11,4000
0,28076,16,6500
1,21844,12,9000
1,49866,12,9600
1,8502,12,3600
1,23329,11,3710
0,0,11,175
1,39297,12,800
1,3138,11,1032
0,35178,10,5000
0,7552,12,2000
1,26031,12,1600
1,132,14,2400
1,60,12,4040
0,0,14,300
1,27053,10,7103
1,1629,12,0
1,6590,11,2977
0,23718,13,9500
0,303,11,140
1,47499,14,4800
1,13032,8,1500
0,6816,11,6000
1,31140,12,13000
0,3222,16,0
1,39460,12,0
1,45822,10,1064
1,26064,15,1530
1,23538,12,6000
1,31979,14,2000
1,22094,12,580
1,322,12,11879
1,30586,12,8100
1,96,12,0
1,16800,8,3666
1,0,9,500
1,10132,12,4680
1,20401,11,5000
1,48938,16,800
0,13852,14,1220
0,12309,12,6600
1,47165,12,7800
1,5116,12,2778
1,118421,14,6492
0,12503,12,0
1,750,12,0
1,2896,10,500
0,23733,10,5000
1,34964,16,3000
1,37488,12,3000
1,8151,10,0
1,0,12,2500
0,27781,10,13000
0,34493,12,0
0,2184,11,0
0,0,14,1000
0,26078,12,9000
1,53826,14,10875
1,10231,12,3000
1,1011,12,3200
1,20385,13,4800
1,3810,10,2000
1,11097,10,2000
1,21767,10,4900
1,10185,9,0
1,0,14,9600
1,6266,11,2200
1,2007,10,64
1,26085,9,2000
1,51996,12,8600
1,18522,10,0
0,23994,12,3950
1,38681,12,6000
1,16958,8,488
1,24350,12,0
1,1292,12,2200
1,0,12,0
1,20846,11,4500
1,4741,13,12000
0,13780,9,2391
0,22443,12,2720
0,13498,12,100
1,18293,10,3000
0,1126,8,1500
1,12579,12,0
0,0,11,0
1,0,8,0
1,31485,11,0
1,44049,13,20643
0,18594,12,0
0,12792,12,0
0,22777,12,950
0,11925,11,4226
0,8262,12,1725
1,33864,10,8136
0,0,11,0
0,0,13,6956
0,19714,12,2200
1,11516,13,5200
1,4497,13,450
0,16803,10,7000
0,27190,12,3844
0,3150,10,200
1,5445,12,400
1,0,14,2040
0,24958,14,0
0,39984,11,12000
1,312,17,4000
0,4681,14,1800
1,171,10,800
1,11883,8,1005
1,3966,8,900
1,15919,17,9300
1,12128,13,7700
0,3003,13,5980
1,14500,11,3000
1,30896,12,1400
0,0,13,0
1,20763,11,0
1,70461,8,0
1,15798,11,5500
1,23069,12,6200
1,29361,11,9000
0,2719,11,8974
1,35800,14,0
1,30759,8,2200
0,105,10,0
0,1903,11,8
0,22110,9,5000
1,23279,10,2794
0,0,13,1200
1,16511,12,7873
0,9425,12,0
0,8589,14,7000
1,3412,12,4000
1,3470,15,1300
1,0,11,0
0,18201,10,4800
1,2674,8,6073
0,48756,12,4680
0,240,9,0
1,0,13,550
0,47189,10,9500
1,0,12,4000
1,18795,14,4300
0,12352,12,7500
1,20661,10,16873
1,10464,12,2971
1,0,12,8056
1,22974,12,6100
1,32094,12,0
1,37869,12,8300
1,59821,14,6000
0,27156,9,14600
0,20534,12,2000
1,13139,12,0
0,30408,12,9000
0,36339,12,8600
1,41542,12,2600
1,17043,17,3172
1,5913,13,3000
1,36,12,9450
0,42433,12,400
1,8904,11,1500
0,1318,13,10319
0,9919,7,0
1,49263,15,3000
0,14580,14,150
0,7452,12,11000
1,21819,11,5144
1,21509,11,2000
1,13581,12,600
1,21570,11,1100
0,1926,9,1000
1,0,9,0
0,10582,12,6000
1,2196,12,0
1,58440,12,8000
0,34430,12,1000
1,147,11,2500
0,22238,12,8437
1,12378,12,0
0,11538,12,0
0,4962,10,240
1,29590,12,1530
0,0,12,0
0,32556,11,3600
0,11774,12,12041
1,10908,12,0
1,3147,9,170
0,462,10,0
0,3339,10,294
0,21694,8,6000
0,27504,9,0
1,4269,13,3600
1,2212,12,200
0,5784,11,1000
0,44175,11,8000
1,1453,9,60
1,26010,17,2700
0,0,12,6700
1,8748,8,4000
1,687,12,0
1,62008,12,11000
1,12711,11,552
0,39961,12,8635
1,38523,12,0
0,452,11,3000
1,13113,10,8680
1,2037,12,1021
1,50423,15,6000
0,19110,10,1000
0,4551,12,0
0,36516,11,98
0,35407,13,11600
1,10120,12,4000
1,32011,13,4800
1,28848,8,960
1,0,12,0
1,10351,12,0
1,32850,12,1600
1,0,14,0
0,5721,12,0
1,735,11,0
1,7465,12,0
1,38750,12,18720
0,16313,11,3703
1,1041,10,3000
0,1417,11,1400
1,108,12,3000
1,33102,11,4269
1,17761,13,6093
1,0,13,12800
0,13335,12,0
0,17915,8,3474
0,4361,10,900
0,23517,16,0
1,52497,12,35288
1,3375,12,832
1,31887,12,0
1,32619,15,0
1,3190,12,6000
1,1750,12,0
1,12183,12,0
0,15012,11,0
1,58653,12,8500
1,10191,12,4870
1,6849,12,0
0,27071,13,4000
0,26955,12,1200
0,2622,12,7000
0,34472,12,11885
1,8100,12,5000
1,309,14,0
1,76260,13,6000
0,0,12,0
1,2280,12,2400
0,40308,16,9000
1,37694,13,2500
1,3837,16,7000
1,3792,11,1800
1,1146,16,1500
0,2340,10,2100
0,16971,12,1440
1,0,12,0
0,0,12,4635
0,35396,12,0
1,22923,12,12000
1,51990,9,900
1,4218,8,200
1,12594,12,6224
0,2652,11,6000
0,1803,10,1253
1,6420,11,7000
0,0,12,0
1,15019,12,4000
1,885,11,0
1,12406,8,5000
1,0,11,7900
0,27130,12,2500
1,28628,12,0
0,920,12,955
0,28128,13,7000
0,17555,9,2872
1,38226,12,9000
0,0,12,3000
0,9960,9,3000
1,37351,12,10000
1,60727,11,500
0,26514,14,6000
1,3903,8,6566
1,2372,11,12000
0,31485,12,0
1,0,12,0
1,1917,12,0
